question,authors,year,title,venue,doi,doi_url,study_design,sample,population_mismatch,claim_supported,retracted_flag_openalex,retracted_flag_crossref,sweep_track
C3,"Beheshti, Chavanon, Christiansen",2020,Emotion dysregulation in adults with attention deficit hyperactivity disorder: a meta-analysis,BMC Psychiatry,10.1186/s12888-020-2442-7,https://doi.org/10.1186/s12888-020-2442-7,meta-analysis,"adults; 13 studies, N=2,535; CLINICALLY DIAGNOSED ADHD vs healthy controls",Adults - good age match - but clinical diagnosis was an inclusion requirement; self-identified samples may differ in severity and comorbidity.,"Strongest quantitative anchor for the underlying phenomenon: general emotion dysregulation Hedges' g = 1.17 (p<0.001); emotional lability the strongest facet g = 1.20 [0.57, 1.83]; ADHD symptom severity correlated with ED at r = 0.54",False,False,Heterogeneity
C3,"Bondu, Esser",2015,Justice and rejection sensitivity in children and adolescents with ADHD symptoms,European Child & Adolescent Psychiatry,10.1007/s00787-014-0560-9,https://doi.org/10.1007/s00787-014-0560-9,cross-sectional with latent path analysis,"adolescents; 1,235 German 10-19-year-olds with ADHD SYMPTOMS measured by questionnaire, NOT diagnosis - a symptom-defined community sample","Best population analogue for 'self-identified/symptom-defined' in the C3 set, but adolescents rather than adults.","Bridges the two traditions: participants with ADHD symptoms reported significantly higher anxious and angry rejection sensitivity, and rejection sensitivity partially mediated the link between ADHD symptoms and comorbid problems",False,False,Heterogeneity
C3,"Dodson, Modestino",2024,Have We Placed the Cart Before the Horse by Using Alpha-2A Agonists to Treat Rejection Sensitivity Dysphoria in ADHD?,Current Psychopharmacology,10.2174/0122115560297397240404071044,https://doi.org/10.2174/0122115560297397240404071044,expert opinion / commentary,"n/a (commentary; retrieved record carries keywords only, no abstract)",No sample.,The term's originator appears in the indexed peer-reviewed literature essentially only in commentary questioning a treatment practice - evidence that RSD entered the literature as clinical opinion rather than as a validated construct,False,False,Heterogeneity
C3,"Downey, Feldman",1996,Implications of rejection sensitivity for intimate relationships,Journal of Personality and Social Psychology,10.1037/0022-3514.70.6.1327,https://doi.org/10.1037/0022-3514.70.6.1327,four-study observational and experimental programme (includes the measure-development study),general-population adults in intimate relationships; NO ADHD RELEVANCE,"Total population mismatch - general-population adults, no ADHD involvement, different research tradition (social/personality psychology). Cite for the construct only, never as ADHD evidence.","Origin of the established rejection sensitivity construct and its measure: a cognitive-affective disposition to anxiously expect, readily perceive and overreact to rejection, including readily perceiving INTENTIONAL rejection in the AMBIGUOUS behaviour of others",False,False,Heterogeneity
C3,"Gao, Assink, Cipriani, Lin",2017,Associations between rejection sensitivity and mental health outcomes: A meta-analytic review,Clinical Psychology Review,10.1016/j.cpr.2017.08.007,https://doi.org/10.1016/j.cpr.2017.08.007,meta-analysis,general and mixed clinical populations; not ADHD-specific,Not ADHD-specific; mixed populations.,Establishes that rejection sensitivity as a construct has a meta-analytic evidence base linking it to mental-health outcomes - the contrast with RSD's absent evidence base,False,False,Heterogeneity
C3,"Ginapp, Greenberg, Macdonald-Gagnon, Angarita, Bold, Potenza",2023,“Dysregulated not deficit”: A qualitative study on symptomatology of ADHD in young adults,PLOS ONE,10.1371/journal.pone.0292721,https://doi.org/10.1371/journal.pone.0292721,"qualitative, interpretive phenomenological analysis","adults aged 18-35 (N=43, 84% female, 86% US/Canada) with ADHD DIAGNOSES; nine focus groups","Adults, diagnosed (not self-identified); heavily female and North American.","Participants spontaneously described emotional dysregulation 'including rejection-sensitive dysphoria' and reported that current diagnostic criteria did not capture their experience - evidence the folk term is in active use among adults with ADHD, NOT evidence the construct is valid",False,False,Heterogeneity
C3,"Hoza, Mrug, Gerdes, Hinshaw, Bukowski, Gold, Kraemer, Pelham, Wigal, Arnold",2005,What aspects of peer relationships are impaired in children with attention-deficit/hyperactivity disorder?,Journal of Consulting and Clinical Psychology,10.1037/0022-006x.73.3.411,https://doi.org/10.1037/0022-006x.73.3.411,observational classroom sociometric study,"children; 165 children with clinically diagnosed ADHD (130 boys, 35 girls) and 1,298 same-sex classmate raters","Children, diagnosed, predominantly boys; measures rejection RECEIVED from peers, not sensitivity to it, and not adults.","Children with ADHD were less well liked, more often in the rejected sociometric status category, and had fewer dyadic friends - the peer-rejection evidence base",False,False,Heterogeneity
C3,"Ros, Graziano",2018,Social Functioning in Children With or At Risk for Attention Deficit/Hyperactivity Disorder: A Meta-Analytic Review,Journal of Clinical Child & Adolescent Psychology,10.1080/15374416.2016.1266644,https://doi.org/10.1080/15374416.2016.1266644,meta-analysis,"children with or AT RISK FOR ADHD; 109 studies, n=104,813","Children, mixed diagnosed and at-risk; peer functioning rather than adult rejection sensitivity.","Largest impairment was in the peer-functioning domain (weighted ES r = .33), above social skills and social information processing (both r = .27)",False,False,Heterogeneity
C3,"Rowney-Smith, Sutton, Quadt, Eccles",2026,The lived experience of rejection sensitivity in ADHD - A qualitative exploration,PLOS ONE,10.1371/journal.pone.0314669,https://doi.org/10.1371/journal.pone.0314669,"qualitative focus groups, thematic analysis",adults (undergraduates) with ADHD; N = FIVE,Adults - good age match - but N=5 undergraduates; no basis for any quantitative claim.,"Themes of withdrawal, masking and bodily sensations; rejection sensitivity described as impairing social function, career opportunities and daily life. Illustrative only given N=5.",False,False,Heterogeneity
C3,Sandland,2025,Neurodivergent Experiences of Rejection Sensitive Dysphoria Expose the Environmental Factors too Often Overlooked,Neurodiversity,10.1177/27546330251394516,https://doi.org/10.1177/27546330251394516,qualitative,"adults, self-identified neurodivergent; small group",Very small self-selected sample; mixed neurodivergence rather than ADHD specifically. Population is however close to PetTodo's self-identifying users.,"States directly that there is a lack of consensus in the definition and application of RSD across medical, academic and informal environments; author notes the work is not statistically generalisable",False,False,Heterogeneity
C3,"Shaw, Stringaris, Nigg, Leibenluft",2014,Emotion Dysregulation in Attention Deficit Hyperactivity Disorder,American Journal of Psychiatry,10.1176/appi.ajp.2013.13070966,https://doi.org/10.1176/appi.ajp.2013.13070966,quantitative and qualitative review,mixed ages across the lifespan; clinically diagnosed ADHD samples,"Review of diagnosed samples, mixed ages; not self-identified adults.",Emotion dysregulation is prevalent in ADHD throughout the lifespan and is a major contributor to impairment; sets out THREE competing models (correlated-but-distinct dimensions / core diagnostic feature / distinct nosological entity) - the field is genuinely contested and the student should say so rather than pick a side,False,False,Heterogeneity
C3,"Sobanski, Banaschewski, Asherson, Buitelaar, Chen, Franke, Holtmann, Krumm, Sergeant, Sonuga-Barke, Stringaris, Taylor, Anney, Ebstein, Gill, Miranda, Mulas, Oades, Roeyers, Rothenberger, Steinhausen, Faraone",2010,Emotional lability in children and adolescents with attention deficit/hyperactivity disorder (ADHD): clinical correlates and familial prevalence,Journal of Child Psychology and Psychiatry,10.1111/j.1469-7610.2010.02217.x,https://doi.org/10.1111/j.1469-7610.2010.02217.x,"observational, cross-sectional with familiality analysis","children/adolescents aged 6-18; 1,186 children with clinically diagnosed ADHD combined type and 1,827 siblings","Children, diagnosed, combined type only.","Emotional lability ratings in children with ADHD were >1.5 SD above normative means; severe EL was associated with more severe hyperactive-impulsive symptoms and more comorbid oppositional, affective and substance use disorders",False,False,Heterogeneity
C3,"Surman, Biederman, Spencer, Miller, McDermott, Faraone",2013,Understanding deficient emotional self-regulation in adults with attention deficit hyperactivity disorder: a controlled study,Attention Deficit and Hyperactivity Disorders,10.1007/s12402-012-0100-8,https://doi.org/10.1007/s12402-012-0100-8,controlled observational study (post hoc analysis),"adults; 206 adults with clinically diagnosed ADHD and 123 without, from a family study","Adults, diagnosed, from a family study; post hoc analysis. Not self-identified.","Barkley's DESR construct operationalised via the Barkley Current Behavior Scale: 55% of adults with ADHD reported extreme DESR of greater severity than 95% of controls, and DESR was associated with impaired quality of life, reduced marital status and higher risk of traffic accidents and arrests",False,False,Heterogeneity
C3,van Asselt,2026,[Rejection sensitivity dysphoria: a critical reflection],Tijdschrift voor Psychiatrie (Dutch-language; no DOI in the retrieved record - cite by PMID 41944472),,https://pubmed.ncbi.nlm.nih.gov/41944472/,expert opinion / critical reflection,n/a (conceptual critical reflection drawing on the author's doctoral research and lived experience),"Conceptual paper, no sample; Dutch clinical context.",Best citation for the term's origin: American psychiatrist William Dodson introduced the concept from clinical experience with ADHD clients and it spread via social media; four risks in clinical use including terminological fragmentation and LIMITED EMPIRICAL EVIDENCE; recommends using the established rejection-sensitivity spectrum instead,False,False,Heterogeneity
C3,"van Asselt, Reekers, Roke",2026,Rejection Sensitivity Dysphoria in Autistic Adults: A Scoping Review,Neurodiversity,10.1177/27546330261441753,https://doi.org/10.1177/27546330261441753,scoping review (PRISMA-ScR),"autistic adults and adults with high autistic traits (includes self-identified/high-trait); 12 eligible studies from 1,285 titles/abstracts screened","AUTISM, not ADHD - the mismatch is on condition rather than age; does include self-identifying high-trait adults.",RSD is not an established research construct and the evidence base is fragmented; conceptualisations and operationalisations varied considerably; no studies examined responses to criticism or evaluated interventions; quantitative findings on intensity were inconsistent,False,False,Heterogeneity
C4,Baumel; Edan; Kane,2019,Is there a trial bias impacting user engagement with unguided e-mental health interventions? A systematic comparison of published reports and real-world usage of the same programs,Translational Behavioral Medicine,10.1093/tbm/ibz147,https://doi.org/10.1093/tbm/ibz147,"systematic comparison of trial-reported vs objective real-world usage (13 papers, 14 metrics)","adults, mixed clinical and general",e-mental-health programs not task apps; directly relevant to the student's measurement plan,trial-reported usage median 4.06x higher (IQR 4.49) than real-world usage of the same programs,False,False,Pet mechanics
C4,Baumel; Muench; Edan; Kane,2019,Objective User Engagement With Mental Health Apps: Systematic Search and Panel-Based Usage Analysis,Journal of Medical Internet Research,10.2196/14567,https://doi.org/10.2196/14567,observational panel-based usage analysis of 93 apps,"real-world app installers, general population (anxiety/depression/wellbeing apps), no ADHD relevance","not ADHD, not a task app, Android only; unit is the install not the person","anchor benchmark: median 15-day retention 3.9% (IQR 10.3%), 30-day 3.3% (IQR 6.2%), daily open rate 4.0%; tracker apps 6.1% at day 30",False,False,Pet mechanics
C4,Eysenbach,2005,The Law of Attrition,Journal of Medical Internet Research,10.2196/jmir.7.1.e11,https://doi.org/10.2196/jmir.7.1.e11,conceptual paper,"not applicable, conceptual",conceptual only,canonical 'law of attrition' framing,False,False,Pet mechanics
C4,Jabs; Thompson; Linardon; Messer; Wade,2026,"Assessing the Effectiveness, Adherence and Attrition of Smartphone‐Based Mental Health Interventions in University Students: A Systematic Review and Meta‐Analysis",Early Intervention in Psychiatry,10.1111/eip.70207,https://doi.org/10.1111/eip.70207,systematic review and multilevel meta-analysis (122 studies),"adults (university students), mixed clinical and subclinical",not ADHD-specific; university students,"closest setting match for a student-recruited evaluation; small effects (anxiety d=0.22, depression d=0.25, stress d=0.28) with attrition and adherence reported",False,False,Pet mechanics
C4,Jakob; Harperink; Rudolf; Fleisch; Haug; Mair; Salamanca-Sanabria; Kowatsch,2022,Factors Influencing Adherence to mHealth Apps for Prevention or Management of Noncommunicable Diseases: Systematic Review,Journal of Medical Internet Research,10.2196/35371,https://doi.org/10.2196/35371,systematic review of 99 studies with derived adherence scores,"adults with noncommunicable diseases, mixed clinical",adherence-to-intended-use is a different quantity from retention; looks deceptively close to the 50% target,mean adherence 56.0% (SD 24.4%) = ratio of actual to intended use,False,False,Pet mechanics
C4,Kaveladze; Wasil; Bunyi; Ramirez; Schueller,2022,"User Experience, Engagement, and Popularity in Mental Health Apps: Secondary Analysis of App Analytics and Expert App Reviews",JMIR Human Factors,10.2196/30766,https://doi.org/10.2196/30766,preregistered secondary analysis of 56 apps,"real-world app users, general population","not ADHD, not task apps",expert-rated quality (MARS) correlated with downloads and MAU but showed extremely small correlations with 1/7/30-day retention,False,False,Pet mechanics
C4,Linardon; Fuller‐Tyszkiewicz,2020,Attrition and adherence in smartphone-delivered interventions for mental health problems: A systematic and meta-analytic review.,Journal of Consulting and Clinical Psychology,10.1037/ccp0000459,https://doi.org/10.1037/ccp0000459,systematic review and meta-analysis of 70 RCTs,"adults, clinical mental-health populations",trial attrition not real-world retention; not ADHD,"trial attrition 24.1% (95% CI 19.3-29.6) short-term, 35.5% (95% CI 26.7-45.3) longer-term",False,False,Pet mechanics
C4,Lipschitz; Pike; Hogan; Murphy; Burdick,2023,The Engagement Problem: a Review of Engagement with Digital Mental Health Interventions and Recommendations for a Path Forward,Current Treatment Options in Psychiatry,10.1007/s40501-023-00297-3,https://doi.org/10.1007/s40501-023-00297-3,narrative review,"adults, mixed","review, not a retention figure","patient-, intervention- and systems-level framing of the engagement problem",False,False,Pet mechanics
C4,Torous; Lipschitz; Ng; Firth,2020,Dropout rates in clinical trials of smartphone apps for depressive symptoms: A systematic review and meta-analysis,Journal of Affective Disorders,10.1016/j.jad.2019.11.167,https://doi.org/10.1016/j.jad.2019.11.167,systematic review and meta-analysis of 18 RCTs (3336 participants),"adults, clinically diagnosed and self-reported depression",depression apps; trial dropout not install-cohort retention,"pooled dropout 26.2%, rising to 47.8% adjusted for publication bias",False,False,Pet mechanics
C4,Valentine; Hinton; Bajaj; Boyd; O’Sullivan; Sorenson; Bell; Vega; Liu; Peters; Mangelsdorf; Wren; Moller; Cross; McEnery; Bendall; Nicholas; Álvarez‐Jiménez,2025,"A meta-analysis of persuasive design, engagement, and efficacy in 92 RCTs of mental health apps",npj Digital Medicine,10.1038/s41746-025-01567-5,https://doi.org/10.1038/s41746-025-01567-5,"meta-analysis of 92 RCTs (16,728 participants)","adults, clinical and subclinical",not ADHD; establishes that overall engagement is currently unmeasurable across the field,"apps improved outcomes (g=0.43) but persuasive design predicted neither efficacy nor engagement; 25 distinct engagement metrics, 24% of studies reported none",False,False,Pet mechanics
C5,Anselm B. M. Fuermaier; Lara Tucha; Janneke Koerts; Steffen Aschenbrenner; Celina Westermann; Matthias Weisbrod; Klaus W. Lange; Oliver Tucha,2013,Complex Prospective Memory in Adults with Attention Deficit Hyperactivity Disorder,PLoS ONE,10.1371/journal.pone.0058338,https://doi.org/10.1371/journal.pone.0058338,case-control experiment,"adults, diagnosed ADHD, unmedicated (45 vs 45 matched)",Diagnosed unmedicated adults — more impaired than PetTodo's likely users; lab paradigm,"Large-scale impairment in TASK PLANNING on a complex prospective-memory paradigm measuring planning, plan recall, self-initiation and execution",False,False,External anchors
C5,Edmund Sonuga‐Barke; Daniel Brandeis; Samuele Cortese; David Daley; Maite Ferrín; Martin Holtmann; Jim Stevenson; Marina Danckaerts; Saskia Van der Oord; Manfred Döpfner; Regina Dittmann; Emily Simonoff; Alessandro Zuddas; Tobias Banaschewski; Jan K. Buitelaar; David Coghill; Chris Hollis; Éric Konofal; Michel Lecendreux; Ian Chi Kei Wong; Joseph A. Sergeant; European ADHD Guidelines Group,2013,Nonpharmacological Interventions for ADHD: Systematic Review and Meta-Analyses of Randomized Controlled Trials of Dietary and Psychological Treatments,American Journal of Psychiatry,10.1176/appi.ajp.2012.12070991,https://doi.org/10.1176/appi.ajp.2012.12070991,systematic review and meta-analyses of RCTs (54 studies),children and adolescents with diagnosed ADHD or validated cut-off,Children; but the blinding lesson is what transfers — and it is a direct threat to unblinded self-report evaluation of PetTodo,All psychological treatments were significant on unblinded ratings (SMD 0.40-0.64) but attenuated to NONSIGNIFICANT under best probably-blinded assessment,False,False,External anchors
C5,Edoardo G. Ostinelli; Marcel Schulze; Caroline Zangani; Luís C. Farhat; Anneka Tomlinson; Cinzia Del Giovane; Samuel R. Chamberlain; Alexandra Philipsen; Susan Young; Philip J. Cowen; Andrea Bilbow; Andrea Cipriani; Samuele Cortese,2025,"Comparative efficacy and acceptability of pharmacological, psychological, and neurostimulatory interventions for ADHD in adults: a systematic review and component network meta-analysis",The Lancet Psychiatry,10.1016/s2215-0366(24)00360-2,https://doi.org/10.1016/s2215-0366(24)00360-2,component network meta-analysis,"adults with a formal ADHD diagnosis (113 RCTs, 14,887 participants)","Formally diagnosed adults — a more severe population than PetTodo's self-identified users, so these effect sizes are an optimistic upper bound","In adults, stimulants and atomoxetine beat placebo on BOTH self- and clinician-rated scales, whereas CBT, cognitive remediation, mindfulness, psychoeducation and tDCS beat placebo ONLY on clinician-rated measures",False,False,External anchors
C5,Gunnel Janeslätt; Anders Kottorp; Mats Granlund,2014,Evaluating intervention using time aids in children with disabilities,Scandinavian Journal of Occupational Therapy,10.3109/11038128.2013.870225,https://doi.org/10.3109/11038128.2013.870225,randomised block / waiting-list controlled trial,"children aged 6-11 with mixed diagnoses (ADHD, autism spectrum, mild/moderate intellectual disability, spina bifida, cerebral palsy); n=47 randomised, 37 analysed","Children, heterogeneous diagnoses, outcome is time-processing ABILITY not task initiation; high dropout (21%)",The closest evidence for physical/visual time aids: the intervention group improved time-processing ability more than controls,False,False,External anchors
C5,Ivo Marx; Samuele Cortese; Michael Koelch; Thomas Häcker,2022,Meta-analysis: Altered Perceptual Timing Abilities in Attention-Deficit/Hyperactivity Disorder,Journal of the American Academy of Child & Adolescent Psychiatry,10.1016/j.jaac.2021.12.004,https://doi.org/10.1016/j.jaac.2021.12.004,meta-analysis,"mixed ages, diagnosed ADHD (55 studies)","Mixed ages; millisecond-to-second timing, far shorter than task-scale durations","Altered perceptual timing in ADHD across discrimination, estimation, production and reproduction paradigms in the ms-to-seconds range",False,False,External anchors
C5,J. J. Sandra Kooij; Denise Bijlenga; Luana Salerno; Rafał Jaeschke; István Bitter; Judit Balázs; Johannes Thome; Geert Dom; Siegfried Kasper; Carlos N. Filipe; Steven Stes; Pavel Mohr; Sami Leppämäki; Miguel Casas; Julio Bobes; Jane McCarthy; Vanesa Richarte; Alexandra Philipsen; Artemios Pehlivanidis; Asko Niemelä; B. Styr; Bengi Semerci; Blanca Bolea-Alamañac; Dan Edvinsson; Dieter Baeyens; Dora Wynchank; Esther Sobanski; Alexandra Philipsen; Fiona McNicholas; Hervé Caci; Ilinca Mihăilescu; Iris Manor; Iuliana Dobrescu; Takuya Saito; J. Krause; John Fayyad; Josep Antoni Ramos‐Quiroga; Karin Foeken; Florina Rad; Marios Adamou; Martin D. Ohlmeier; Michael Fitzgerald; Michael Gill; Michael B. Lensing; Nahit Motavallı Mukaddes; Paweł Brudkiewicz; Peik Gustafsson; Pekka Tani; P. Oswald; P.J. Carpentier; Pietro De Rossi; Richard Delorme; Silvana Simoska; Stefano Pallanti; Susan Young; Susanne Bejerot; Tuula Lehtonen; James Kustow; Ulrich Müller-Sedgwick; Tatja Hirvikoski; Valentino Antonio Pironti; Ylva Ginsberg; Zsolt Félegyházy; María Paz García‐Portilla; Philip Asherson,2019,Updated European Consensus Statement on diagnosis and treatment of adult ADHD,European Psychiatry,10.1016/j.eurpsy.2018.11.001,https://doi.org/10.1016/j.eurpsy.2018.11.001,consensus statement (63 experts),adults,"Expert opinion, not a trial — must be labelled as such","Adult ADHD requires its own diagnostic and treatment guidance, separate from child guidance",False,False,External anchors
C5,Karley-Dale S. Talbot; Ulrich Müller; Kimberly A. Kerns,2018,Prospective memory in children with attention deficit hyperactivity disorder: a review,The Clinical Neuropsychologist,10.1080/13854046.2017.1393563,https://doi.org/10.1080/13854046.2017.1393563,review synthesising six studies,"children, diagnosed ADHD",Children; narrative review of a small literature,Majority of studies found a deficit in time-based but NOT event-based prospective memory,False,False,External anchors
C5,Kate B. Metcalfe; Corinna D. McFeaters; Daniel Voyer,2024,Time-Perception Deficits in Attention-Deficit/Hyperactivity Disorder: A Systematic Review and Meta-Analysis,Developmental Neuropsychology,10.1080/87565641.2023.2293712,https://doi.org/10.1080/87565641.2023.2293712,systematic review and meta-analysis,"lifespan (child and adult), diagnosed ADHD; 824 effect sizes","Diagnosed ADHD, not self-identified; measures time perception, not cue design or initiation",Time-perception deficit mean g = 0.688; working-memory link applied ONLY to under-18 samples while ADHD-subtype effects applied only to 18+ — age moderates the mechanism's correlates,False,False,External anchors
C5,Mareike Altgassen; Anett Kretschmer; Matthias Kliegel,2014,Task Dissociation in Prospective Memory Performance in Individuals With ADHD,Journal of Attention Disorders,10.1177/1087054712445484,https://doi.org/10.1177/1087054712445484,"experimental (Dresden Breakfast Task, parallel task constraints)","adults, diagnosed ADHD (n=25 vs 25 matched controls)",Diagnosed rather than self-identified adults; small n; computerised lab task rather than daily life,"KEY adult evidence: no group difference in EVENT-based prospective memory, but a large-sized impairment in TIME-based prospective memory",False,False,External anchors
C5,Mark D. Rapport; Sarah A. Orban; Michael Kofler; Lauren M. Friedman,2013,"Do programs designed to train working memory, other executive functions, and attention benefit children with ADHD? A meta-analytic review of cognitive, academic, and behavioral outcomes",Clinical Psychology Review,10.1016/j.cpr.2013.08.005,https://doi.org/10.1016/j.cpr.2013.08.005,meta-analytic review,"children, diagnosed ADHD",Children; the canonical transfer-failure result,Cognitive/EF/attention training programmes in children with ADHD: the standard citation for near-transfer without far-transfer to academic and behavioural outcomes,False,False,External anchors
C5,Pablo López; Fernando Torrente; Agustín Ciapponi; Alicia Lischinsky; Marcelo Cetkovich; Juan Ignacio Rojas; Marina Romano; Facundo Manes,2018,Cognitive-behavioural interventions for attention deficit hyperactivity disorder (ADHD) in adults,Cochrane Database of Systematic Reviews,10.1002/14651858.cd010840.pub2,https://doi.org/10.1002/14651858.cd010840.pub2,Cochrane systematic review of RCTs,"adults, diagnosed ADHD","Diagnosed adults; therapist-delivered interventions, not self-directed apps",Adult-specific synthesis of cognitive-behavioural interventions — the modality adult guidelines recommend and PetTodo deliberately omits,False,False,External anchors
C5,Pei‐Chun Tsai; Sam J. Gilbert,2025,"Strategic reminder setting for time-based intentions: Influence of metacognition, delay length, and cue visibility",Memory & Cognition,10.3758/s13421-025-01708-x,https://doi.org/10.3758/s13421-025-01708-x,laboratory experiment,"healthy adults, general population",10-30 second delays in a lab with a concurrent two-back task — not day-scale task reminders; no ADHD sample,Reminders IMPROVED accuracy for time-based intentions; offloading increased with delay and was driven partly by metacognitive belief rather than actual need,False,False,External anchors
C5,Que Zheng; Xinyue Wang; Ka Yu Chiu; Kathy Kar‐man Shum,2022,Time Perception Deficits in Children and Adolescents with ADHD: A Meta-analysis,Journal of Attention Disorders,10.1177/1087054720978557,https://doi.org/10.1177/1087054720978557,meta-analysis,"children and adolescents, diagnosed ADHD (1,620 ADHD vs 1,249 controls, 27 studies)",Children and adolescents only,"Time perceived less accurately (g > 0.40), less precisely (g = 0.66), with greater tendency to OVERESTIMATE duration; not moderated by task type or modality",False,False,External anchors
C5,Sam J. Gilbert; Annika Boldt; Chhavi Sachdeva; Chiara Scarampi; Pei‐Chun Tsai,2023,Outsourcing Memory to External Tools: A Review of ‘Intention Offloading’,Psychonomic Bulletin & Review,10.3758/s13423-022-02139-4,https://doi.org/10.3758/s13423-022-02139-4,review,"general population, adults and lifespan; no ADHD focus","No ADHD sample; supports externalising cues in general, not for this population specifically","Intention offloading: people routinely delegate delayed intentions to external props and technologies, and how they choose between internal memory and external reminders",False,False,External anchors
C5,Tian‐xiao Yang; Yanyu Wang; Ya Wang; Ying Qian; Eric F.C. Cheung; Raymond C. K. Chan,2019,"Event-, Time- and Activity-Based Prospective Memory in Children with ADHD",Developmental Neuropsychology,10.1080/87565641.2019.1695801,https://doi.org/10.1080/87565641.2019.1695801,experimental study,"children, diagnosed ADHD (28 vs 28)",Children; but the activity > event > time ordering suggests anchoring to the user's own ongoing activity beats anchoring to another person's activity,"Both groups performed best on ACTIVITY-based PM, then event-based, worst on time-based; ADHD children had intact PM but at the cost of ongoing-task performance",False,False,External anchors
C5,Valérie Tourjman; Louis-Nascan Gill; Ghalib Ahmed; Anaïs DuBow; Hubert Côté; Nadia Daly; George Daoud; Stacey D. Espinet; Joan Flood; Emilie Gagnier-Marandola; Martin Gignac; Gemma Graziosi; Zeeshan Mansuri; Joseph Sadek,2022,Psychosocial Interventions for Attention Deficit/Hyperactivity Disorder: A Systematic Review and Meta-Analysis by the CADDRA Guidelines Work GROUP,Brain Sciences,10.3390/brainsci12081023,https://doi.org/10.3390/brainsci12081023,systematic review and meta-analysis with GRADE recommendations,"diagnosed ADHD across preschool, child, adolescent and adult bands; comorbid populations excluded","Diagnosed samples; comorbidity excluded, so less representative than a real user base","Evidence supports CBT for ADULTS and caregiver intervention for younger populations — structurally different interventions by age, not a transferable one",False,False,External anchors
C6,"Alexandra Sierra Rátiva, Marie Postma, Menno van Zaanen",2022,The uncanny valley of a virtual animal,Computer Animation and Virtual Worlds,10.1002/cav.2043,https://doi.org/10.1002/cav.2043,online rating study (observational),"163 participants aged under 10 to 60 across four continents, general population","Unfamiliar animal designs, not the participant's own animal; mixed ages, general population","Uncanny valley effect confirmed for virtual ANIMALS in familiarity and commonality, for still and moving images, PARTICULARLY PRONOUNCED FOR MORBID IMAGES",False,False,Character guilt
C6,"Ben Hughes, Beth Lewis Harkin",2025,The Impact of Continuing Bonds Between Pet Owners and Their Pets Following the Death of Their Pet: A Systematic Narrative Synthesis,OMEGA - Journal of Death and Dying,10.1177/00302228221125955,https://doi.org/10.1177/00302228221125955,systematic narrative synthesis (PRISMA),"bereaved adult pet owners, general population","Real pet bereavement, not a digital recreation; general population","Continuing bonds can aggravate and intensify grief, particularly where pet grief is disenfranchised, but appropriate bonds can moderate intensity",False,False,Character guilt
C6,"Carl Öhman, Luciano Floridi",2018,An ethical framework for the digital afterlife industry,Nature Human Behaviour,10.1038/s41562-018-0335-2,https://doi.org/10.1038/s41562-018-0335-2,ethical framework (expert opinion),no human sample,Conceptual; no empirical sample and not pet-specific,Proposes an ethical framework for the digital afterlife industry,False,False,Character guilt
C6,"Helen Wauck, Gale Lucas, Ari Shapiro, Andrew Feng, Jill Boberg, Jonathan Gratch",2018,Analyzing the Effect of Avatar Self-Similarity on Men and Women in a Search and Rescue Game,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems (CHI '18),10.1145/3173574.3174059,https://doi.org/10.1145/3173574.3174059,controlled experiment (CHI '18),"adults, general population","Game task, general adult population; the key counter-evidence to strong personalisation claims",NULL result: no effect of photorealistic self-similar versus friend avatar on performance or subjective experience,False,False,Character guilt
C6,"Hyunjin Kang, Hye Kyung Kim",2020,My avatar and the affirmed self: Psychological and persuasive implications of avatar customization,Computers in Human Behavior,10.1016/j.chb.2020.106446,https://doi.org/10.1016/j.chb.2020.106446,three lab experiments,"adults across three lab experiments (N=126, 102, 76), general population","Self-avatar customisation, not a personally-owned animal; general population",Avatar customisation functions as a self-affirmation task and reduced defensive processing of self-threatening health information,False,False,Character guilt
C6,"Jari Kätsyri, Klaus FÃ¶rger, Meeri Mäkäräinen, Tapio Takala",2015,A review of empirical evidence on different uncanny valley hypotheses: support for perceptual mismatch as one road to the valley of eeriness,Frontiers in Psychology,10.3389/fpsyg.2015.00390,https://doi.org/10.3389/fpsyg.2015.00390,systematic review of empirical evidence,review of experiments on general adult samples,General population; supports keeping renderings clearly stylised rather than near-photorealistic,No consistent support for the naive uncanny valley or movement modulation; good support for perceptual mismatch; the valley 'exists only under specific conditions',False,False,Character guilt
C6,"Jessica Navarro, Jorge Peña, Ausiàs Cebolla, Rosa Baños",2022,Can Avatar Appearance Influence Physical Activity? User-Avatar Similarity and Proteus Effects on Cardiac Frequency and Step Counts,Health Communication,10.1080/10410236.2020.1834194,https://doi.org/10.1080/10410236.2020.1834194,randomised experiment with accelerometers and heart-rate monitor,"305 adults, general population","Physiological intensity outcome, not sustained engagement or task completion; self-representation not a pet; general population",Own-face avatars increased cardiac frequency relative to stranger-face avatars during running,False,False,Character guilt
C6,"Max V. Birk, Cheralyn Atkins, Jason T. Bowey, Regan L. Mandryk",2016,Fostering Intrinsic Motivation through Avatar Identification in Digital Games,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems (CHI '16),10.1145/2858036.2858062,https://doi.org/10.1145/2858036.2858062,quantitative experiment (CHI '16),"126 adults playing a custom endless runner, general population","Self-identification with an avatar, not care for a separate pet; general population, no ADHD","Similarity, embodied and wishful identification increased autonomy, immersion, invested effort, enjoyment and positive affect, and translated into time spent playing",False,False,Character guilt
